IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.93.5,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.191.138,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.4.122,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.6.150,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.110.81,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.130.95,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.4.233,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.95.140,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.95.146,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.132.64,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.209.14,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.253.41,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.11.182,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.84.173,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.100.206,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.87.30,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.244.192,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.99.169,8080,8080,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.120.87,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.123.133,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.177.205,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.180.24,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,24,0.00
47.245.114.163,2095,2095,false,SIN,Asia Pacific,Singapore,24,0.00
47.237.95.146,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,24,0.00
47.236.169.164,2082,2082,false,SIN,Asia Pacific,Singapore,24,0.00
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.165.117,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.104.37,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.134.170,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.6.150,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.191.110,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.209.14,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.183.242,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.245.118.70,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.171.205,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.144.196,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.235.164,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.110.81,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.146.249,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.235.164,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.80.110,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.165.25,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.8.82,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.170.232,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.205.188,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.198.139,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.78.1,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.78.188,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.158.158,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.83.71,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.95.13,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.81.112,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.249.190,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.92.26,2086,2086,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.222.187.4,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.202.91,2052,2052,false,SIN,Asia Pacific,Singapore,25,0.00
47.237.81.112,2082,2082,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,25,0.00
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,25,0.00
47.236.254.120,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.183.242,2096,2096,true,SIN,Asia Pacific,Singapore,26,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.191.110,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.147.58,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.78.188,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.237.90,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.165.25,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.165.117,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.51.211,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.160.176,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.94.140,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.103.65,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.97.50,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.193.202,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.161.129,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.78.1,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.136.247,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.191.40,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.165.117,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.97.90,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.145.85,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.84.214,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.202.130,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.168.17,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.180.86,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.120.87,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.81.112,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.83.201,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.10.1,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
47.237.94.140,2095,2095,false,SIN,Asia Pacific,Singapore,26,0.00
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,26,0.00
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.98.13,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,26,0.00
8.219.200.145,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.11.158,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.83.71,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.103.65,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.111.175,80,80,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.111.147,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.170.232,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.113.232,80,80,false,SIN,Asia Pacific,Singapore,27,0.00
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.150.13,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.170.232,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.114.201,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.146.249,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.166.131,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.114.201,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.122.55,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.235.164,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.147.58,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.142.191,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
47.237.84.173,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.180.24,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.222.98,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.118.216,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.235.164,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
8.222.193.65,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.170.225,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.202.91,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.102.102,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.113.232,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
47.237.95.156,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.132.64,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
47.237.84.173,8880,8880,false,SIN,Asia Pacific,Singapore,27,0.00
47.236.10.100,8080,8080,false,SIN,Asia Pacific,Singapore,27,0.00
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,27,0.00
8.222.162.45,2095,2095,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,27,0.00
8.219.210.57,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.145.85,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.100.168,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.198.139,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.172.95,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.78.1,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.253.41,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.170.225,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.149.107,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.137.192,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.210.64,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.1.92,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
47.237.14.220,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.180.86,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
47.237.14.220,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.164.215,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.87.30,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.93.176,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.191.110,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.93.176,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.136.247,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.237.11.182,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.201.245,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.144.156,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.170.225,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.229.190,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.104.37,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.144.48,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.86.200,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.240.160,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.180.51,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.248.47,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.169.15,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.83.71,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.102.102,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.201.8,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.1.92,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.106.156,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.87.30,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.165.117,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.210.57,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.146.222,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.179.231,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
